stringa cercata;limite shared mem;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
unevenstring;32;128;1;19;7000;49594810810,81
unevenstring;32;128;1;20;7000;49594810810,81
unevenstring;32;128;1;21;7000;49594810810,81
unevenstring;32;128;1;22;7000;49594810810,81
unevenstring;32;128;1;23;7000;49594810810,81
unevenstring;32;128;1;24;7000;49594810810,81
unevenstring;32;128;1;25;7000;49594810810,81
unevenstring;32;128;1;26;7000;49594810810,81
unevenstring;32;128;1;27;7000;49594810810,81
unevenstring;32;128;1;28;7000;49594810810,81
unevenstring;32;128;1;29;7000;49594810810,81
unevenstring;32;128;1;30;7000;49594810810,81
unevenstring;32;160;1;1;7000;47662545454,55
unevenstring;32;160;1;2;7000;47662545454,55
unevenstring;32;160;1;3;7000;47662545454,55
unevenstring;32;160;1;4;7000;47662545454,55
unevenstring;32;160;1;5;7000;47662545454,55
unevenstring;32;160;1;6;7000;47662545454,55
unevenstring;32;160;1;7;7000;47662545454,55
unevenstring;32;160;1;8;7000;47662545454,55
unevenstring;32;160;1;9;7000;47662545454,55
unevenstring;32;160;1;10;7000;47662545454,55
unevenstring;32;160;1;11;7000;47662545454,55
unevenstring;32;160;1;12;7000;47662545454,55
unevenstring;32;160;1;13;7000;47662545454,55
unevenstring;32;160;1;14;7000;47662545454,55
unevenstring;32;160;1;15;7000;47662545454,55
unevenstring;32;160;1;16;7000;47662545454,55
unevenstring;32;160;1;17;7000;47662545454,55
unevenstring;32;160;1;18;7000;47662545454,55
unevenstring;32;160;1;19;7000;47662545454,55
unevenstring;32;160;1;20;7000;47662545454,55
unevenstring;32;160;1;21;7000;47662545454,55
unevenstring;32;160;1;22;7000;47662545454,55
unevenstring;32;160;1;23;7000;47662545454,55
unevenstring;32;160;1;24;7000;47662545454,55
unevenstring;32;160;1;25;7000;47662545454,55
unevenstring;32;160;1;26;7000;47662545454,55
unevenstring;32;160;1;27;7000;47662545454,55
unevenstring;32;160;1;28;7000;47662545454,55
unevenstring;32;160;1;29;7000;47662545454,55
unevenstring;32;160;1;30;7000;47662545454,55
unevenstring;32;192;1;1;7000;48933546666,67
unevenstring;32;192;1;2;7000;49261959731,54
unevenstring;32;192;1;3;7000;49261959731,54
unevenstring;32;192;1;4;7000;48933546666,67
unevenstring;32;192;1;5;7000;48933546666,67
unevenstring;32;192;1;6;7000;49261959731,54
unevenstring;32;192;1;7;7000;48933546666,67
unevenstring;32;192;1;8;7000;49261959731,54
unevenstring;32;192;1;9;7000;49261959731,54
unevenstring;32;192;1;10;7000;48933546666,67
unevenstring;32;192;1;11;7000;49261959731,54
unevenstring;32;192;1;12;7000;49261959731,54
unevenstring;32;192;1;13;7000;48933546666,67
unevenstring;32;192;1;14;7000;49261959731,54
unevenstring;32;192;1;15;7000;48933546666,67
unevenstring;32;192;1;16;7000;48933546666,67
unevenstring;32;192;1;17;7000;48933546666,67
unevenstring;32;192;1;18;7000;49261959731,54
unevenstring;32;192;1;19;7000;49261959731,54
unevenstring;32;192;1;20;7000;49261959731,54
unevenstring;32;192;1;21;7000;49261959731,54
unevenstring;32;192;1;22;7000;48933546666,67
unevenstring;32;192;1;23;7000;48933546666,67
unevenstring;32;192;1;24;7000;49261959731,54
unevenstring;32;192;1;25;7000;49261959731,54
unevenstring;32;192;1;26;7000;48933546666,67
unevenstring;32;192;1;27;7000;49261959731,54
unevenstring;32;192;1;28;7000;48933546666,67
unevenstring;32;192;1;29;7000;49261959731,54
unevenstring;32;192;1;30;7000;48933546666,67
unevenstring;32;224;1;1;7000;45590260869,57
unevenstring;32;224;1;2;7000;46163723270,44
unevenstring;32;224;1;3;7000;46163723270,44
unevenstring;32;224;1;4;7000;45590260869,57
unevenstring;32;224;1;5;7000;46455898734,18
unevenstring;32;224;1;6;7000;46751796178,34
unevenstring;32;224;1;7;7000;45875200000,00
unevenstring;32;224;1;8;7000;47051487179,49
unevenstring;32;224;1;9;7000;47355045161,29
unevenstring;32;224;1;10;7000;47051487179,49
unevenstring;32;224;1;11;7000;47051487179,49
unevenstring;32;224;1;12;7000;46751796178,34
unevenstring;32;224;1;13;7000;46455898734,18
unevenstring;32;224;1;14;7000;46751796178,34
unevenstring;32;224;1;15;7000;47355045161,29
unevenstring;32;224;1;16;7000;47051487179,49
unevenstring;32;224;1;17;7000;47051487179,49
unevenstring;32;224;1;18;7000;46751796178,34
unevenstring;32;224;1;19;7000;46455898734,18
unevenstring;32;224;1;20;7000;46751796178,34
unevenstring;32;224;1;21;7000;47051487179,49
unevenstring;32;224;1;22;7000;47051487179,49
unevenstring;32;224;1;23;7000;47051487179,49
unevenstring;32;224;1;24;7000;46751796178,34
