stringa cercata;limite shared mem;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
unevenstring;16;224;6;18;7000;179025170731,71
unevenstring;16;224;6;19;7000;193158736842,11
unevenstring;16;224;6;20;7000;203889777777,78
unevenstring;16;224;6;21;7000;209715200000,00
unevenstring;16;224;6;22;7000;209715200000,00
unevenstring;16;224;6;23;7000;215883294117,65
unevenstring;16;224;6;24;7000;215883294117,65
unevenstring;16;224;6;25;7000;215883294117,65
unevenstring;16;224;6;26;7000;215883294117,65
unevenstring;16;224;6;27;7000;215883294117,65
unevenstring;16;224;6;28;7000;215883294117,65
unevenstring;16;224;6;29;7000;215883294117,65
unevenstring;16;224;6;30;7000;215883294117,65
unevenstring;16;256;6;1;7000;215883294117,65
unevenstring;16;256;6;2;7000;215883294117,65
unevenstring;16;256;6;3;7000;215883294117,65
unevenstring;16;256;6;4;7000;215883294117,65
unevenstring;16;256;6;5;7000;215883294117,65
unevenstring;16;256;6;6;7000;209715200000,00
unevenstring;16;256;6;7;7000;209715200000,00
unevenstring;16;256;6;8;7000;215883294117,65
unevenstring;16;256;6;9;7000;209715200000,00
unevenstring;16;256;6;10;7000;209715200000,00
unevenstring;16;256;6;11;7000;209715200000,00
unevenstring;16;256;6;12;7000;198379243243,24
unevenstring;16;256;6;13;7000;198379243243,24
unevenstring;16;256;6;14;7000;198379243243,24
unevenstring;16;256;6;15;7000;203889777777,78
unevenstring;16;256;6;16;7000;209715200000,00
unevenstring;16;256;6;17;7000;209715200000,00
unevenstring;16;256;6;18;7000;215883294117,65
unevenstring;16;256;6;19;7000;209715200000,00
unevenstring;16;256;6;20;7000;222425212121,21
unevenstring;16;256;6;21;7000;222425212121,21
unevenstring;16;256;6;22;7000;222425212121,21
unevenstring;16;256;6;23;7000;229376000000,00
unevenstring;16;256;6;24;7000;222425212121,21
unevenstring;16;256;6;25;7000;222425212121,21
unevenstring;16;256;6;26;7000;222425212121,21
unevenstring;16;256;6;27;7000;222425212121,21
unevenstring;16;256;6;28;7000;215883294117,65
unevenstring;16;256;6;29;7000;215883294117,65
unevenstring;16;256;6;30;7000;215883294117,65
unevenstring;16;288;5;1;7000;209715200000,00
unevenstring;16;288;5;2;7000;209715200000,00
unevenstring;16;288;5;3;7000;209715200000,00
unevenstring;16;288;5;4;7000;209715200000,00
unevenstring;16;288;5;5;7000;209715200000,00
unevenstring;16;288;5;6;7000;203889777777,78
unevenstring;16;288;5;7;7000;198379243243,24
unevenstring;16;288;5;8;7000;198379243243,24
unevenstring;16;288;5;9;7000;198379243243,24
unevenstring;16;288;5;10;7000;203889777777,78
unevenstring;16;288;5;11;7000;203889777777,78
unevenstring;16;288;5;12;7000;193158736842,11
unevenstring;16;288;5;13;7000;183500800000,00
unevenstring;16;288;5;14;7000;188205948717,95
unevenstring;16;288;5;15;7000;203889777777,78
unevenstring;16;288;5;16;7000;209715200000,00
unevenstring;16;288;5;17;7000;209715200000,00
unevenstring;16;288;5;18;7000;215883294117,65
unevenstring;16;288;5;19;7000;215883294117,65
unevenstring;16;288;5;20;7000;215883294117,65
unevenstring;16;288;5;21;7000;215883294117,65
unevenstring;16;288;5;22;7000;215883294117,65
unevenstring;16;288;5;23;7000;215883294117,65
unevenstring;16;288;5;24;7000;215883294117,65
unevenstring;16;288;5;25;7000;215883294117,65
unevenstring;16;288;5;26;7000;215883294117,65
unevenstring;16;288;5;27;7000;215883294117,65
unevenstring;16;288;5;28;7000;209715200000,00
unevenstring;16;288;5;29;7000;209715200000,00
unevenstring;16;288;5;30;7000;209715200000,00
unevenstring;16;320;4;1;7000;203889777777,78
unevenstring;16;320;4;2;7000;203889777777,78
unevenstring;16;320;4;3;7000;198379243243,24
unevenstring;16;320;4;4;7000;198379243243,24
unevenstring;16;320;4;5;7000;198379243243,24
unevenstring;16;320;4;6;7000;198379243243,24
unevenstring;16;320;4;7;7000;193158736842,11
unevenstring;16;320;4;8;7000;193158736842,11
unevenstring;16;320;4;9;7000;198379243243,24
unevenstring;16;320;4;10;7000;198379243243,24
unevenstring;16;320;4;11;7000;198379243243,24
unevenstring;16;320;4;12;7000;203889777777,78
unevenstring;16;320;4;13;7000;209715200000,00
unevenstring;16;320;4;14;7000;215883294117,65
unevenstring;16;320;4;15;7000;215883294117,65
unevenstring;16;320;4;16;7000;215883294117,65
unevenstring;16;320;4;17;7000;215883294117,65
unevenstring;16;320;4;18;7000;215883294117,65
unevenstring;16;320;4;19;7000;215883294117,65
unevenstring;16;320;4;20;7000;215883294117,65
unevenstring;16;320;4;21;7000;215883294117,65
unevenstring;16;320;4;22;7000;215883294117,65
unevenstring;16;320;4;23;7000;209715200000,00
unevenstring;16;320;4;24;7000;203889777777,78
unevenstring;16;320;4;25;7000;209715200000,00
unevenstring;16;320;4;26;7000;203889777777,78
unevenstring;16;320;4;27;7000;203889777777,78
unevenstring;16;320;4;28;7000;203889777777,78
unevenstring;16;320;4;29;7000;198379243243,24
unevenstring;16;320;4;30;7000;198379243243,24
unevenstring;16;352;4;1;7000;203889777777,78
unevenstring;16;352;4;2;7000;198379243243,24
unevenstring;16;352;4;3;7000;198379243243,24
unevenstring;16;352;4;4;7000;203889777777,78
unevenstring;16;352;4;5;7000;188205948717,95
unevenstring;16;352;4;6;7000;188205948717,95
unevenstring;16;352;4;7;7000;198379243243,24
unevenstring;16;352;4;8;7000;203889777777,78
unevenstring;16;352;4;9;7000;209715200000,00
unevenstring;16;352;4;10;7000;209715200000,00
unevenstring;16;352;4;11;7000;203889777777,78
unevenstring;16;352;4;12;7000;203889777777,78
unevenstring;16;352;4;13;7000;209715200000,00
unevenstring;16;352;4;14;7000;209715200000,00
unevenstring;16;352;4;15;7000;215883294117,65
unevenstring;16;352;4;16;7000;215883294117,65
unevenstring;16;352;4;17;7000;215883294117,65
unevenstring;16;352;4;18;7000;215883294117,65
unevenstring;16;352;4;19;7000;209715200000,00
unevenstring;16;352;4;20;7000;209715200000,00
unevenstring;16;352;4;21;7000;209715200000,00
unevenstring;16;352;4;22;7000;209715200000,00
unevenstring;16;352;4;23;7000;209715200000,00
unevenstring;16;352;4;24;7000;203889777777,78
unevenstring;16;352;4;25;7000;203889777777,78
unevenstring;16;352;4;26;7000;203889777777,78
unevenstring;16;352;4;27;7000;203889777777,78
unevenstring;16;352;4;28;7000;198379243243,24
unevenstring;16;352;4;29;7000;198379243243,24
unevenstring;16;352;4;30;7000;198379243243,24
unevenstring;16;384;4;1;7000;198379243243,24
unevenstring;16;384;4;2;7000;198379243243,24
unevenstring;16;384;4;3;7000;203889777777,78
unevenstring;16;384;4;4;7000;203889777777,78
unevenstring;16;384;4;5;7000;203889777777,78
unevenstring;16;384;4;6;7000;203889777777,78
unevenstring;16;384;4;7;7000;209715200000,00
unevenstring;16;384;4;8;7000;209715200000,00
unevenstring;16;384;4;9;7000;209715200000,00
unevenstring;16;384;4;10;7000;209715200000,00
unevenstring;16;384;4;11;7000;215883294117,65
unevenstring;16;384;4;12;7000;215883294117,65
unevenstring;16;384;4;13;7000;215883294117,65
unevenstring;16;384;4;14;7000;215883294117,65
unevenstring;16;384;4;15;7000;215883294117,65
unevenstring;16;384;4;16;7000;215883294117,65
unevenstring;16;384;4;17;7000;209715200000,00
unevenstring;16;384;4;18;7000;209715200000,00
unevenstring;16;384;4;19;7000;209715200000,00
unevenstring;16;384;4;20;7000;203889777777,78
unevenstring;16;384;4;21;7000;203889777777,78
unevenstring;16;384;4;22;7000;203889777777,78
unevenstring;16;384;4;23;7000;203889777777,78
unevenstring;16;384;4;24;7000;203889777777,78
unevenstring;16;384;4;25;7000;203889777777,78
unevenstring;16;384;4;26;7000;203889777777,78
unevenstring;16;384;4;27;7000;203889777777,78
unevenstring;16;384;4;28;7000;203889777777,78
unevenstring;16;384;4;29;7000;203889777777,78
unevenstring;16;384;4;30;7000;203889777777,78
unevenstring;32;32;24;1;7000;193158736842,11
unevenstring;32;32;24;2;7000;198379243243,24
unevenstring;32;32;24;3;7000;198379243243,24
unevenstring;32;32;24;4;7000;198379243243,24
unevenstring;32;32;24;5;7000;198379243243,24
unevenstring;32;32;24;6;7000;203889777777,78
unevenstring;32;32;24;7;7000;198379243243,24
unevenstring;32;32;24;8;7000;203889777777,78
unevenstring;32;32;24;9;7000;203889777777,78
unevenstring;32;32;24;10;7000;203889777777,78
unevenstring;32;32;24;11;7000;203889777777,78
unevenstring;32;32;24;12;7000;198379243243,24
unevenstring;32;32;24;13;7000;198379243243,24
unevenstring;32;32;24;14;7000;198379243243,24
unevenstring;32;32;24;15;7000;198379243243,24
unevenstring;32;32;24;16;7000;198379243243,24
