thread;rep;throughput;target_string;file_size 
14;2;6.88155e+09;------------;8000 
14;3;6.71626e+09;------------;8000 
14;4;6.9042e+09;------------;8000 
14;5;6.71626e+09;------------;8000 
14;6;6.73784e+09;------------;8000 
14;7;6.66821e+09;------------;8000 
14;8;6.93273e+09;------------;8000 
14;9;6.77594e+09;------------;8000 
14;10;6.70017e+09;------------;8000 
15;1;6.71089e+09;------------;8000 
15;2;6.85344e+09;------------;8000 
15;3;6.82001e+09;------------;8000 
15;4;5.98759e+09;------------;8000 
15;5;6.32625e+09;------------;8000 
15;6;6.83668e+09;------------;8000 
15;7;6.91559e+09;------------;8000 
15;8;6.80894e+09;------------;8000 
15;9;6.78141e+09;------------;8000 
15;10;6.62084e+09;------------;8000 
16;1;6.75411e+09;------------;8000 
16;2;6.92129e+09;------------;8000 
16;3;6.81447e+09;------------;8000 
16;4;6.80341e+09;------------;8000 
16;5;6.86465e+09;------------;8000 
16;6;6.94421e+09;------------;8000 
16;7;6.72703e+09;------------;8000 
16;8;6.74325e+09;------------;8000 
16;9;6.50784e+09;------------;8000 
16;10;6.81447e+09;------------;8000 
1;1;7.62601e+08;unevenstring;4000 
1;2;7.50726e+08;unevenstring;4000 
1;3;7.44199e+08;unevenstring;4000 
1;4;7.46849e+08;unevenstring;4000 
1;5;7.69456e+08;unevenstring;4000 
1;6;7.65524e+08;unevenstring;4000 
1;7;7.62878e+08;unevenstring;4000 
1;8;7.68047e+08;unevenstring;4000 
1;9;7.76148e+08;unevenstring;4000 
1;10;7.54371e+08;unevenstring;4000 
2;1;1.53469e+09;unevenstring;4000 
2;2;1.53133e+09;unevenstring;4000 
2;3;1.5252e+09;unevenstring;4000 
2;4;1.49904e+09;unevenstring;4000 
2;5;1.52798e+09;unevenstring;4000 
2;6;1.54316e+09;unevenstring;4000 
2;7;1.53638e+09;unevenstring;4000 
2;8;1.52742e+09;unevenstring;4000 
2;9;1.47999e+09;unevenstring;4000 
2;10;1.52354e+09;unevenstring;4000 
3;1;2.30203e+09;unevenstring;4000 
3;2;2.27704e+09;unevenstring;4000 
3;3;2.28947e+09;unevenstring;4000 
3;4;2.30837e+09;unevenstring;4000 
3;5;2.28199e+09;unevenstring;4000 
3;6;2.24655e+09;unevenstring;4000 
3;7;2.29322e+09;unevenstring;4000 
3;8;2.27334e+09;unevenstring;4000 
3;9;2.25865e+09;unevenstring;4000 
3;10;2.30583e+09;unevenstring;4000 
4;1;2.83591e+09;unevenstring;4000 
4;2;2.91069e+09;unevenstring;4000 
4;3;2.69384e+09;unevenstring;4000 
4;4;2.91879e+09;unevenstring;4000 
4;5;2.93513e+09;unevenstring;4000 
4;6;2.88467e+09;unevenstring;4000 
4;7;2.93513e+09;unevenstring;4000 
4;8;2.78137e+09;unevenstring;4000 
4;9;2.8436e+09;unevenstring;4000 
4;10;2.81686e+09;unevenstring;4000 
5;1;3.23635e+09;unevenstring;4000 
5;2;3.32617e+09;unevenstring;4000 
5;3;3.34741e+09;unevenstring;4000 
5;4;3.37434e+09;unevenstring;4000 
5;5;3.26659e+09;unevenstring;4000 
5;6;3.33676e+09;unevenstring;4000 
5;7;3.23385e+09;unevenstring;4000 
5;8;3.35008e+09;unevenstring;4000 
5;9;3.26914e+09;unevenstring;4000 
5;10;3.35008e+09;unevenstring;4000 
6;1;3.64089e+09;unevenstring;4000 
6;2;3.74157e+09;unevenstring;4000 
6;3;3.64405e+09;unevenstring;4000 
6;4;3.66635e+09;unevenstring;4000 
