thread;rep;throughput;target_string;file_size 
13;1;6.3406e+09;------------;8000 
13;2;6.26016e+09;------------;8000 
13;3;5.98332e+09;------------;8000 
13;4;6.28831e+09;------------;8000 
13;5;6.32148e+09;------------;8000 
13;6;6.35501e+09;------------;8000 
13;7;6.26016e+09;------------;8000 
13;8;6.37432e+09;------------;8000 
13;9;5.96629e+09;------------;8000 
13;10;6.34539e+09;------------;8000 
14;1;6.49776e+09;------------;8000 
14;2;6.42313e+09;------------;8000 
14;3;6.29775e+09;------------;8000 
14;4;6.44286e+09;------------;8000 
14;5;6.20459e+09;------------;8000 
14;6;6.35501e+09;------------;8000 
14;7;6.24617e+09;------------;8000 
14;8;6.43298e+09;------------;8000 
14;9;6.45774e+09;------------;8000 
14;10;6.08311e+09;------------;8000 
15;1;6.15904e+09;------------;8000 
15;2;6.2789e+09;------------;8000 
15;3;5.84165e+09;------------;8000 
15;4;6.19085e+09;------------;8000 
15;5;5.89502e+09;------------;8000 
15;6;6.42805e+09;------------;8000 
15;7;6.5536e+09;------------;8000 
15;8;6.4827e+09;------------;8000 
15;9;6.2789e+09;------------;8000 
15;10;6.47769e+09;------------;8000 
16;1;6.45774e+09;------------;8000 
16;2;6.15904e+09;------------;8000 
16;3;6.45774e+09;------------;8000 
16;4;6.36465e+09;------------;8000 
16;5;6.48771e+09;------------;8000 
16;6;6.19543e+09;------------;8000 
16;7;6.40352e+09;------------;8000 
16;8;6.44782e+09;------------;8000 
16;9;6.40841e+09;------------;8000 
16;10;6.48771e+09;------------;8000 
1;1;7.22782e+08;unevenstring;4000 
1;2;7.2453e+08;unevenstring;4000 
1;3;7.29317e+08;unevenstring;4000 
1;4;7.32502e+08;unevenstring;4000 
1;5;7.29952e+08;unevenstring;4000 
1;6;7.15996e+08;unevenstring;4000 
1;7;7.30079e+08;unevenstring;4000 
1;8;7.33142e+08;unevenstring;4000 
1;9;7.17957e+08;unevenstring;4000 
1;10;7.40128e+08;unevenstring;4000 
2;1;1.4599e+09;unevenstring;4000 
2;2;1.45838e+09;unevenstring;4000 
2;3;1.4594e+09;unevenstring;4000 
2;4;1.43004e+09;unevenstring;4000 
2;5;1.46552e+09;unevenstring;4000 
2;6;1.46654e+09;unevenstring;4000 
2;7;1.48524e+09;unevenstring;4000 
2;8;1.48052e+09;unevenstring;4000 
2;9;1.46603e+09;unevenstring;4000 
2;10;1.45686e+09;unevenstring;4000 
3;1;2.18795e+09;unevenstring;4000 
3;2;2.19827e+09;unevenstring;4000 
3;3;2.17434e+09;unevenstring;4000 
3;4;2.15535e+09;unevenstring;4000 
3;5;2.19253e+09;unevenstring;4000 
3;6;2.14762e+09;unevenstring;4000 
3;7;2.17434e+09;unevenstring;4000 
3;8;2.19024e+09;unevenstring;4000 
3;9;2.13995e+09;unevenstring;4000 
3;10;2.19138e+09;unevenstring;4000 
4;1;2.73601e+09;unevenstring;4000 
4;2;2.68007e+09;unevenstring;4000 
4;3;2.73067e+09;unevenstring;4000 
4;4;2.64458e+09;unevenstring;4000 
4;5;2.70252e+09;unevenstring;4000 
4;6;2.64458e+09;unevenstring;4000 
4;7;2.55128e+09;unevenstring;4000 
4;8;2.66983e+09;unevenstring;4000 
4;9;2.5987e+09;unevenstring;4000 
4;10;2.63296e+09;unevenstring;4000 
5;1;3.12076e+09;unevenstring;4000 
5;2;3.12309e+09;unevenstring;4000 
5;3;3.07275e+09;unevenstring;4000 
5;4;3.09314e+09;unevenstring;4000 
5;5;3.11844e+09;unevenstring;4000 
5;6;2.98953e+09;unevenstring;4000 
5;7;3.10919e+09;unevenstring;4000 
5;8;3.05485e+09;unevenstring;4000 
5;9;3.18474e+09;unevenstring;4000 
5;10;3.13242e+09;unevenstring;4000 
6;1;3.49817e+09;unevenstring;4000 
6;2;3.34207e+09;unevenstring;4000 
6;3;3.54848e+09;unevenstring;4000 
6;4;3.47211e+09;unevenstring;4000 
6;5;3.49234e+09;unevenstring;4000 
